date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,age,Rasio Dana Darurat,score_emergency,cluster_investor,status_kesiapan_invest,ticker_saham,jumlah_lot,average_price
2023-11-06,1848,80082797.76,72044141.22,36985195.8,1427078.7000000002,0.51,23,0.51,3.4,1,Belum Siap Investasi,GOTO.JK,19,2573
2019-01-01,1254,40816722.96,58561087.68,20975872.14,6783037.02,0.23,29,0.36,2.4,2,Siap Investasi (Konservatif),KLBF.JK,36,3735
2019-01-31,1984,79162755.83999999,58212751.14,17984862.0,7266128.94,0.41,19,0.31,2.07,1,Belum Siap Investasi,JPFA.JK,39,3074
2019-03-02,1810,54306942.48,46441667.7,19885944.06,6395549.760000001,0.37,27,0.43,2.87,1,Belum Siap Investasi,MTEL.JK,10,4347
2019-04-01,1928,82515560.58,59867568.18,27329824.26,4479261.84,0.11,30,0.46,3.07,2,Siap Investasi (Konservatif),MDKA.JK,25,2675
2019-05-01,1229,68313811.67999999,55876641.66,27093172.14,9544036.68,0.18,26,0.48,3.2,0,Siap Investasi (Agresif),EXCL.JK,18,1298
2019-05-31,1320,84135421.62,38845554.12,6611403.06,5655706.02,0.19,22,0.17,1.13,2,Siap Investasi (Konservatif),ICBP.JK,19,1956
2019-06-30,1295,66365189.46,63041048.64,685661.94,14065839.971999988,0.2,23,0.01,0.07,0,Siap Investasi (Agresif),JPFA.JK,36,3846
2019-07-30,1784,70232022.17999999,27372121.02,19642825.08,5531787.0,0.26,29,0.72,4.8,2,Siap Investasi (Konservatif),ACES.JK,10,2114
2019-08-29,1283,108144251.1,61491973.5,17065519.2,7746773.94,0.22,29,0.28,1.87,0,Siap Investasi (Agresif),JPFA.JK,33,3527
2019-09-28,1567,45489990.599999994,60955049.34,29443264.02,5053414.14,0.19,29,0.48,3.2,2,Siap Investasi (Konservatif),KLBF.JK,5,3620
2019-10-28,1634,69400069.38,77531534.1,28580375.16,4776038.28,0.44,29,0.37,2.47,1,Belum Siap Investasi,PTBA.JK,47,3505
2019-11-27,1800,85574035.80000001,59501404.080000006,14654429.100000001,8522272.8,0.36,21,0.25,1.67,0,Siap Investasi (Agresif),BMRI.JK,49,2474
2019-12-27,1108,37568786.22,61799236.74,7740656.64,10089699.84,0.57,28,0.13,0.87,1,Belum Siap Investasi,AKRA.JK,35,1364
2020-01-26,1332,77342247.36,41519163.78,27410223.06,3876096.06,0.15,27,0.66,4.4,2,Siap Investasi (Konservatif),ACES.JK,44,3906
2020-02-25,1521,78933444.48,64377940.86,32834869.92,2722198.5,0.23,24,0.51,3.4,2,Siap Investasi (Konservatif),AMRT.JK,34,2698
2020-03-26,1749,86697172.08,62317634.22,23617846.62,7620932.34,0.57,29,0.38,2.53,1,Belum Siap Investasi,HRUM.JK,33,1350
2020-04-25,1244,62558655.84,62308196.099999994,19842598.62,10187052.3,0.55,26,0.32,2.13,1,Belum Siap Investasi,TINS.JK,21,4726
2020-05-25,1852,73325802.96,79141782.24,4312521.72,7621806.239999999,0.43,24,0.05,0.33,1,Belum Siap Investasi,BMRI.JK,17,4471
2020-06-24,1353,67488325.74,40476251.52,13056590.34,12405360.06,0.29,18,0.32,2.13,0,Siap Investasi (Agresif),MBMA.JK,22,3300
2020-07-24,1370,80897097.78,47317665.06,4304307.0600000005,10224630.0,0.22,18,0.09,0.6,0,Siap Investasi (Agresif),ICBP.JK,48,3828
2020-08-23,1849,87139715.04,67421559.78,15138394.92,12444510.78,0.22,26,0.22,1.47,0,Siap Investasi (Agresif),BBCA.JK,37,2904
2020-09-22,1770,86701366.80000001,58824131.580000006,17041923.9,14065839.971999988,0.1,28,0.29,1.93,0,Siap Investasi (Agresif),BRIS.JK,15,3850
2020-10-22,1971,59433065.099999994,48092115.24,16457110.020000001,0.0,0.51,26,0.34,2.27,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2020-11-21,1439,76581080.46,54222873.3,15988874.399999999,7976609.64,0.52,21,0.29,1.93,1,Belum Siap Investasi,BRIS.JK,35,2011
2020-12-21,1045,68603072.58,53015842.62,19500379.38,4264282.4399999995,0.1,30,0.37,2.47,2,Siap Investasi (Konservatif),HRUM.JK,28,3506
2021-01-20,1196,35767853.1,70083983.52,5517455.04,12771698.94,0.28,26,0.08,0.53,0,Siap Investasi (Agresif),MIKA.JK,7,4770
2021-02-19,1317,75188083.86,46977543.18,15465058.74,9222791.04,0.57,20,0.33,2.2,1,Belum Siap Investasi,UNTR.JK,32,3964
2021-03-21,1239,70441059.06,71834580.0,31708412.82,6457247.1,0.51,24,0.44,2.93,1,Belum Siap Investasi,BFIN.JK,11,1498
2021-04-20,1183,80903564.64,69003668.34,27156792.06,7953363.9,0.55,23,0.39,2.6,1,Belum Siap Investasi,SIDO.JK,10,1949
2021-05-20,1542,73402706.16000001,60249637.26,19924220.88,7019164.800000001,0.3,25,0.33,2.2,2,Siap Investasi (Konservatif),INTP.JK,9,2994
2021-06-19,1018,65144001.599999994,50100861.78,13416811.92,11394257.76,0.37,28,0.27,1.8,0,Siap Investasi (Agresif),MBMA.JK,14,4997
2021-07-19,1680,79808043.6,45893033.28,8615430.540000001,5284822.86,0.36,26,0.19,1.27,2,Siap Investasi (Konservatif),PTPP.JK,13,3046
2021-08-18,1715,68261727.24,63694201.5,30231521.82,8933355.36,0.56,22,0.47,3.13,1,Belum Siap Investasi,SMGR.JK,25,1507
2021-09-17,1191,80849033.28,65610838.98,15736666.86,0.0,0.3,18,0.24,1.6,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2021-10-17,1419,72599242.5,51493334.04,22683997.08,8426318.58,0.31,20,0.44,2.93,0,Siap Investasi (Agresif),UNVR.JK,2,2327
2021-11-16,1287,51197955.84,36039636.0,19869514.74,11265969.24,0.35,27,0.55,3.67,0,Siap Investasi (Agresif),INTP.JK,35,3548
2021-12-16,1701,41565130.919999994,59977155.24,32986928.52,3527759.52,0.53,29,0.55,3.67,1,Belum Siap Investasi,AMMN.JK,7,3850
2022-01-15,1528,51256157.580000006,68627716.56,9341466.66,0.0,0.18,25,0.14,0.93,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-02-14,1271,70061262.12,47848996.26,21928423.14,2626593.84,0.15,28,0.46,3.07,2,Siap Investasi (Konservatif),INDY.JK,21,3645
2022-03-16,1119,70243033.32000001,37219226.22,14794602.66,12400291.44,0.57,23,0.4,2.67,1,Belum Siap Investasi,KLBF.JK,18,1165
2022-04-15,1322,82658530.62,24495591.78,17412807.06,11639299.32,0.38,25,0.71,4.73,0,Siap Investasi (Agresif),GGRM.JK,3,4486
2022-05-15,1863,76413116.88,42921074.16,19637057.34,9668130.479999999,0.17,26,0.46,3.07,0,Siap Investasi (Agresif),MBMA.JK,42,3509
2022-06-14,1510,79576984.44,52472801.16,7473592.800000001,6637969.62,0.41,21,0.14,0.93,1,Belum Siap Investasi,PGAS.JK,39,1919
2022-07-14,1199,82941149.88,45192864.599999994,5181702.66,14065839.971999988,0.42,18,0.11,0.73,0,Siap Investasi (Agresif),BRIS.JK,41,1113
2022-08-13,1260,84250426.86,47406278.52,25567342.74,3869454.42,0.48,18,0.54,3.6,1,Belum Siap Investasi,MNCN.JK,49,4504
2022-09-12,1005,103246565.94,46667483.46,23666435.459999997,6958516.14,0.15,27,0.51,3.4,0,Siap Investasi (Agresif),INDF.JK,11,1991
2022-10-12,1145,90829320.83999999,65984343.84,18678913.38,7575839.1,0.21,21,0.28,1.87,0,Siap Investasi (Agresif),JSMR.JK,39,4427
2022-11-11,1391,52579591.74,47323258.02,10015418.34,6877593.0,0.52,29,0.21,1.4,1,Belum Siap Investasi,BFIN.JK,24,2951
2022-12-11,1829,80210037.6,37416203.28,16097937.12,4990143.78,0.46,24,0.43,2.87,1,Belum Siap Investasi,INTP.JK,46,4766
2023-01-10,1578,72560266.56,54471934.8,13194142.2,7729121.16,0.55,19,0.24,1.6,1,Belum Siap Investasi,ARTO.JK,19,3254
2023-02-09,1026,78959137.14,47094471.0,1545229.98,10360259.28,0.57,20,0.03,0.2,1,Belum Siap Investasi,TPIA.JK,4,4839
2023-03-11,1329,57373981.919999994,58379316.48,12581538.3,5259479.760000001,0.57,18,0.22,1.47,1,Belum Siap Investasi,SIDO.JK,26,2258
2023-04-10,1961,101264735.52,52598992.32,13524825.96,10288599.479999999,0.31,22,0.26,1.73,0,Siap Investasi (Agresif),EXCL.JK,38,4513
2023-05-10,1798,16010547.12,54081825.84,24282185.4,14065839.971999988,0.18,18,0.45,3.0,0,Siap Investasi (Agresif),INCO.JK,42,4426
2023-06-09,1822,55873845.18,48035836.080000006,35763833.160000004,5960347.56,0.39,25,0.74,4.93,1,Belum Siap Investasi,ADRO.JK,32,1514
2023-07-09,1623,67898010.06,64511647.56,11542471.2,9534249.0,0.22,18,0.18,1.2,0,Siap Investasi (Agresif),MIKA.JK,39,2231
2023-08-08,1615,110168203.5,41370775.56,1301936.22,6495349.14,0.34,28,0.03,0.2,2,Siap Investasi (Konservatif),PGAS.JK,45,1708
2023-09-07,1161,115019921.52,47448575.28,31724317.799999997,880716.42,0.47,18,0.67,4.47,1,Belum Siap Investasi,WIKA.JK,46,4924
2023-10-07,1358,40252183.56,62890388.28,19714659.66,10022759.100000001,0.44,19,0.31,2.07,1,Belum Siap Investasi,TLKM.JK,36,4196
2023-11-06,1676,60152459.580000006,68208419.34,28896552.18,12700388.7,0.37,19,0.42,2.8,0,Siap Investasi (Agresif),SRTG.JK,40,3185
2019-01-01,1180,47882728.8,65913383.16,2513860.74,2322476.64,0.12,29,0.04,0.27,2,Siap Investasi (Konservatif),ANTM.JK,37,1338
2019-01-31,1384,62026975.080000006,36376262.28,16064728.92,7309124.82,0.46,23,0.44,2.93,1,Belum Siap Investasi,INCO.JK,33,3584
2019-03-02,1585,76434090.48,36878754.78,9933446.520000001,7573217.4,0.32,24,0.27,1.8,0,Siap Investasi (Agresif),INCO.JK,36,1067
2019-04-01,1637,50413543.2,50163258.24,10902077.28,11435680.62,0.14,22,0.22,1.47,0,Siap Investasi (Agresif),MTEL.JK,3,2596
2019-05-01,1844,86080373.46,50974412.22,17034583.14,12413924.28,0.37,18,0.33,2.2,0,Siap Investasi (Agresif),MTEL.JK,9,2564
2019-05-31,1038,62151418.44,43588558.98,5933081.88,6992947.800000001,0.27,18,0.14,0.93,2,Siap Investasi (Konservatif),ERAA.JK,8,1382
2019-06-30,1776,50729021.099999994,65261628.54,17958295.44,10991914.2,0.36,20,0.28,1.87,0,Siap Investasi (Agresif),INDY.JK,33,1018
2019-07-30,1236,79077987.54,64814191.74,19478357.1,10510919.64,0.46,19,0.3,2.0,1,Belum Siap Investasi,WIKA.JK,6,3730
2019-08-29,1398,63351283.14,45716680.26,22535434.08,8004399.66,0.57,22,0.49,3.27,1,Belum Siap Investasi,BBRI.JK,41,4521
2019-09-28,1432,81045311.22,39756332.7,13796958.42,6296799.06,0.41,29,0.35,2.33,1,Belum Siap Investasi,TOWR.JK,39,3121
2019-10-28,1652,66916969.919999994,45555882.66,20542767.299999997,3022120.98,0.49,27,0.45,3.0,1,Belum Siap Investasi,TINS.JK,4,1572
2019-11-27,1834,75468256.19999999,70420435.02,19562601.06,7641905.94,0.34,23,0.28,1.87,0,Siap Investasi (Agresif),INCO.JK,13,3986
2019-12-27,1994,61490575.26,49036276.8,10202782.5,2734957.44,0.13,24,0.21,1.4,2,Siap Investasi (Konservatif),HMSP.JK,49,4736
2020-01-26,1314,71373510.36,58630999.68,30468348.72,3428309.7,0.42,21,0.52,3.47,1,Belum Siap Investasi,MBMA.JK,2,2299
2020-02-25,1950,77873753.33999999,57820195.26,25083901.26,6487309.260000001,0.54,24,0.43,2.87,1,Belum Siap Investasi,WIKA.JK,5,4119
2020-03-26,1982,66205964.88,27122884.74,19415785.86,8443097.459999999,0.41,28,0.72,4.8,1,Belum Siap Investasi,ISAT.JK,44,3258
2020-04-25,1891,59066901.0,67781781.36,11693306.34,7030875.06,0.57,25,0.17,1.13,1,Belum Siap Investasi,ACES.JK,27,3902
2020-05-25,1484,71451637.02,63282594.599999994,28225746.540000003,12862759.32,0.34,28,0.45,3.0,0,Siap Investasi (Agresif),TLKM.JK,32,2943
2020-06-24,1415,119226701.33999999,61275595.86,3822788.16,2580976.26,0.56,18,0.06,0.4,1,Belum Siap Investasi,ICBP.JK,21,1650
2020-07-24,1580,102587470.56,63926833.68,15914942.46,2698952.76,0.12,23,0.25,1.67,2,Siap Investasi (Konservatif),WIKA.JK,8,2645
2020-08-23,1392,46252555.74,46309184.46,13790491.56,6909053.4,0.26,25,0.3,2.0,2,Siap Investasi (Konservatif),TLKM.JK,38,1993
2020-09-22,1031,52082342.64,76136964.48,21697538.76,10678533.66,0.57,22,0.28,1.87,1,Belum Siap Investasi,SMGR.JK,8,3742
2020-10-22,1219,68411688.48,37751955.66,25496207.28,7128227.52,0.37,21,0.68,4.53,1,Belum Siap Investasi,BFIN.JK,3,3587
2020-11-21,1778,43291607.76,32678092.26,3493153.08,8653008.24,0.21,19,0.11,0.73,0,Siap Investasi (Agresif),MEDC.JK,44,4780
2020-12-21,1697,70546101.84,66937593.96,23582016.72,2817278.82,0.11,23,0.35,2.33,2,Siap Investasi (Konservatif),AKRA.JK,3,4262
2021-01-20,1271,82358957.69999999,59382204.12,33204704.4,13413316.32,0.14,23,0.56,3.73,0,Siap Investasi (Agresif),MBMA.JK,22,2338
2021-02-19,1207,66225190.68,44940132.72,25435209.06,10489246.92,0.52,28,0.57,3.8,1,Belum Siap Investasi,ANTM.JK,6,1900
2021-03-21,1624,63750830.22,58005636.84,22503449.34,14065839.971999988,0.18,18,0.39,2.6,0,Siap Investasi (Agresif),ASII.JK,2,4634
2021-04-20,1563,87611446.26,37293158.16,25499877.66,4965849.36,0.4,26,0.68,4.53,1,Belum Siap Investasi,ICBP.JK,23,2684
2021-05-20,1543,49372029.18,69216725.16,4544979.12,3716347.14,0.46,29,0.07,0.47,1,Belum Siap Investasi,BBCA.JK,44,3827
2021-06-19,1158,63840492.36,58677491.16,11308266.0,0.0,0.56,28,0.19,1.27,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2021-07-19,1032,49481091.900000006,28558003.32,28479527.1,9772124.58,0.51,23,1.0,5.07,1,Belum Siap Investasi,WIKA.JK,2,2585
2021-08-18,1129,68408018.1,67748573.16,20566886.94,6989801.760000001,0.5,30,0.3,2.0,1,Belum Siap Investasi,KLBF.JK,38,2923
2021-09-17,1124,88207446.06,61342361.82,26227312.02,1092899.34,0.16,20,0.43,2.87,2,Siap Investasi (Konservatif),ISAT.JK,17,2781
2021-10-17,1760,57206018.34,86910578.46,6553026.54,10407974.22,0.57,21,0.08,0.53,1,Belum Siap Investasi,SIDO.JK,35,2136
2021-11-16,1260,58063489.02,62175538.080000006,26829953.459999997,10990690.74,0.4,29,0.43,2.87,0,Siap Investasi (Agresif),MIKA.JK,34,3217
2021-12-16,1487,67699984.32000001,42870038.400000006,8145272.34,5612884.92,0.57,28,0.19,1.27,1,Belum Siap Investasi,MTEL.JK,23,4539
2022-01-15,1378,74869984.26,42252365.88,26314702.02,11093461.38,0.12,21,0.62,4.13,0,Siap Investasi (Agresif),GOTO.JK,30,4749
2022-02-14,1119,82867392.72,39339657.18,14966586.18,8058057.12,0.56,20,0.38,2.53,1,Belum Siap Investasi,BRIS.JK,8,2944
2022-03-16,1804,62246848.32,81868874.58,14852454.84,1797961.86,0.37,27,0.18,1.2,2,Siap Investasi (Konservatif),TPIA.JK,22,2037
2022-04-15,1243,54070814.7,40687910.099999994,30993038.28,13287999.06,0.47,20,0.76,5.07,1,Belum Siap Investasi,TBIG.JK,44,2738
2022-05-15,1050,29380518.0,68735381.03999999,18866452.32,5075785.98,0.57,20,0.27,1.8,1,Belum Siap Investasi,INTP.JK,36,1287
2022-06-14,1333,74711633.58,33366026.34,20947557.78,9527607.36,0.51,21,0.63,4.2,1,Belum Siap Investasi,INTP.JK,5,4978
2022-07-14,1122,60194057.22,27971092.08,18164011.5,9524111.76,0.54,24,0.65,4.33,1,Belum Siap Investasi,GOTO.JK,13,3236
2022-08-13,1223,52271454.599999994,30851466.48,19295362.44,14065839.971999988,0.22,21,0.63,4.2,0,Siap Investasi (Agresif),MEDC.JK,29,3961
2022-09-12,1568,64464981.3,61702059.06,24013373.76,8973729.54,0.27,26,0.39,2.6,0,Siap Investasi (Agresif),SMGR.JK,31,4226
2022-10-12,1683,77459000.4,49224514.86,14532257.88,14065839.971999988,0.49,18,0.3,2.0,1,Belum Siap Investasi,PTPP.JK,47,2590
2022-11-11,1875,43393329.72,43595550.18,13626722.7,6202417.86,0.21,25,0.31,2.07,2,Siap Investasi (Konservatif),WIKA.JK,16,3741
2022-12-11,1867,68054088.6,70953514.02,10792839.78,4732867.62,0.52,24,0.15,1.0,1,Belum Siap Investasi,PTPP.JK,42,2745
2023-01-10,1932,80984837.33999999,40081598.28,8192462.94,6272155.08,0.41,19,0.2,1.33,1,Belum Siap Investasi,TOWR.JK,30,3935
2023-02-09,1192,75914993.88,61228230.48,6017500.62,14065839.971999988,0.55,25,0.1,0.67,1,Belum Siap Investasi,SMGR.JK,16,3518
2023-03-11,1776,56181632.76,59043305.7,19074790.08,2816929.26,0.45,18,0.32,2.13,1,Belum Siap Investasi,BBTN.JK,12,2098
2023-04-10,1259,50204506.32,39721726.26,1173472.92,3052882.26,0.49,28,0.03,0.2,1,Belum Siap Investasi,WIKA.JK,17,3324
2023-05-10,1777,52245062.82,60128514.72,6978091.5,12333175.92,0.45,29,0.12,0.8,1,Belum Siap Investasi,MBMA.JK,16,1939
2023-06-09,1390,41986350.72,57467664.0,18744630.66,12690076.68,0.25,26,0.33,2.2,0,Siap Investasi (Agresif),ADRO.JK,12,4716
2023-07-09,1502,68504671.44,70231847.4,13577609.520000001,13134367.44,0.49,26,0.19,1.27,1,Belum Siap Investasi,AKRA.JK,8,4414
2023-08-08,1036,84770397.36,30623902.92,20327088.78,10960104.24,0.32,19,0.66,4.4,0,Siap Investasi (Agresif),PTPP.JK,20,2448
2023-09-07,1743,69374726.28,44764129.26,22398756.12,12562836.84,0.27,24,0.5,3.33,0,Siap Investasi (Agresif),KLBF.JK,3,1570
2023-10-07,1800,59254265.16,56653538.76,16874484.66,10048451.76,0.56,27,0.3,2.0,1,Belum Siap Investasi,PTPP.JK,16,4582
2023-11-06,1037,72368358.12,39486996.72,3232381.32,8965165.32,0.48,20,0.08,0.53,1,Belum Siap Investasi,TKIM.JK,30,3904
2019-01-01,1165,72270131.76,51796227.78,38638265.04,0.0,0.57,24,0.75,5.0,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2019-01-31,1391,69763087.44,50222683.44,30357887.76,10011747.96,0.44,29,0.6,4.0,1,Belum Siap Investasi,BUKA.JK,45,2000
2019-03-02,1867,82147473.9,44253422.099999994,12146860.44,4395542.22,0.41,27,0.27,1.8,1,Belum Siap Investasi,TPIA.JK,23,2205
2019-04-01,1639,76388298.12,68924667.78,17448112.62,6534325.08,0.34,26,0.25,1.67,2,Siap Investasi (Konservatif),PTPP.JK,28,3505
2019-05-01,1502,55852522.02,45533161.26,13454040.06,5893756.38,0.45,21,0.3,2.0,1,Belum Siap Investasi,ADRO.JK,40,1917
2019-05-31,1113,55815119.099999994,44731095.84,21925451.88,14065839.971999988,0.52,29,0.49,3.27,1,Belum Siap Investasi,ADRO.JK,5,2874
2019-06-30,1953,74743268.76,70340036.22,41179391.46,11595429.54,0.36,18,0.59,3.93,0,Siap Investasi (Agresif),INCO.JK,20,1832
2019-07-30,1311,56997156.24,51304921.2,9847105.2,10329148.44,0.28,19,0.19,1.27,0,Siap Investasi (Agresif),TBIG.JK,40,4135
2019-08-29,1856,75924781.56,48892258.080000006,4923902.16,10202258.16,0.16,18,0.1,0.67,0,Siap Investasi (Agresif),GGRM.JK,44,3886
2019-09-28,1702,52102267.56,31364795.34,35423186.94,14065839.971999988,0.37,29,1.13,5.07,0,Siap Investasi (Agresif),KLBF.JK,1,4331
2019-10-28,1132,105863022.54,58197020.94,18177993.9,2738453.04,0.26,22,0.31,2.07,2,Siap Investasi (Konservatif),INTP.JK,30,3240
2019-11-27,1536,44833866.48,66324815.28,34470810.72,4757686.38,0.22,22,0.52,3.47,2,Siap Investasi (Konservatif),ISAT.JK,21,2678
2019-12-27,1656,76408048.26,56399233.86,12384036.899999999,8107170.300000001,0.44,28,0.22,1.47,1,Belum Siap Investasi,ACES.JK,20,1615
2020-01-26,1587,88105374.54,58555844.28,13807445.22,5250915.54,0.43,24,0.24,1.6,1,Belum Siap Investasi,EMTK.JK,6,1405
2020-02-25,1029,43661267.46,59740852.68,4819558.5,3505912.02,0.29,26,0.08,0.53,2,Siap Investasi (Konservatif),WIKA.JK,22,2749
2020-03-26,1924,57930656.22,45735381.72,16261531.2,14065839.971999988,0.12,26,0.36,2.4,0,Siap Investasi (Agresif),ADRO.JK,18,4825
2020-04-25,1066,66491031.06,51040304.28,5452611.66,3312081.0,0.32,20,0.11,0.73,2,Siap Investasi (Konservatif),SRTG.JK,8,3990
2020-05-25,1605,68904742.86,71288392.5,14306442.12,4806624.78,0.53,20,0.2,1.33,1,Belum Siap Investasi,MTEL.JK,39,3768
2020-06-24,1528,61334321.94,34545791.339999996,41423034.78,5645918.34,0.32,20,1.2,5.07,2,Siap Investasi (Konservatif),HRUM.JK,32,1092
2020-07-24,1252,90647899.19999999,57912828.66,24600809.34,14065839.971999988,0.3,21,0.42,2.8,0,Siap Investasi (Agresif),INTP.JK,33,3477
2020-08-23,1306,37788309.900000006,84595093.02,2999923.92,11208291.84,0.4,25,0.04,0.27,1,Belum Siap Investasi,ANTM.JK,16,1653
2020-09-22,1251,60328288.26,36386749.080000006,24215069.88,2524522.32,0.22,23,0.67,4.47,2,Siap Investasi (Konservatif),INTP.JK,12,4505
2020-10-22,1718,56139685.56,67413345.12,15112177.92,2144900.16,0.5,25,0.22,1.47,1,Belum Siap Investasi,TINS.JK,38,4475
2020-11-21,1945,70182559.44,40281896.16,2282976.36,2566644.3,0.48,18,0.06,0.4,1,Belum Siap Investasi,AMMN.JK,34,1433
2020-12-21,1278,64085883.48,64869247.44,23246264.34,0.0,0.57,25,0.36,2.4,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2021-01-20,1482,69733025.28,15787527.84,24323433.48,7790468.94,0.35,21,1.54,5.07,0,Siap Investasi (Agresif),TINS.JK,14,2135
2021-02-19,1874,26808455.52,63310559.400000006,16161906.600000001,8805591.18,0.23,28,0.26,1.73,0,Siap Investasi (Agresif),BBRI.JK,36,1374
2021-03-21,1115,94305695.04,63910054.8,20750930.28,11677576.14,0.18,18,0.32,2.13,0,Siap Investasi (Agresif),TKIM.JK,33,4130
2021-04-20,1713,88520127.48,46052782.2,15520464.0,722365.74,0.19,25,0.34,2.27,2,Siap Investasi (Konservatif),TPIA.JK,23,2066
2021-05-20,1540,44681982.66,49163167.080000006,20750930.28,7337963.52,0.31,21,0.42,2.8,0,Siap Investasi (Agresif),BUKA.JK,45,1206
2021-06-19,1382,34077206.160000004,55138895.28,18904030.02,4909045.86,0.48,23,0.34,2.27,1,Belum Siap Investasi,MAPI.JK,2,1779
2021-07-19,1586,63504565.2,51962967.900000006,27839832.299999997,6041445.48,0.29,25,0.54,3.6,2,Siap Investasi (Konservatif),GOTO.JK,41,2319
2021-08-18,1719,95635770.83999999,26194628.16,17555252.759999998,6366011.94,0.55,21,0.67,4.47,1,Belum Siap Investasi,AMRT.JK,21,2141
2021-09-17,1588,79557409.08,40986783.900000006,30122284.32,9706582.08,0.11,20,0.73,4.87,0,Siap Investasi (Agresif),SMGR.JK,2,1531
2021-10-17,1279,62061756.3,45582449.22,6726932.64,196627.5,0.39,26,0.15,1.0,2,Siap Investasi (Konservatif),ITMG.JK,27,4293
2021-11-16,1424,59540729.580000006,32839064.64,13486024.8,12551126.58,0.38,20,0.41,2.73,0,Siap Investasi (Agresif),ANTM.JK,9,3213
2021-12-16,1853,60518973.24,52738291.98,10337188.32,5297407.02,0.42,26,0.2,1.33,1,Belum Siap Investasi,EXCL.JK,1,3690
2022-01-15,1199,63968955.66,48960597.06,19390442.76,5363124.300000001,0.1,30,0.4,2.67,2,Siap Investasi (Konservatif),BBRI.JK,11,4227
2022-02-14,1959,67167604.44,58073276.7,20771554.32,5881696.56,0.26,19,0.36,2.4,2,Siap Investasi (Konservatif),PTMP.JK,3,4255
2022-03-16,1279,56344702.5,29623462.200000003,10601980.020000001,9916492.86,0.11,19,0.36,2.4,0,Siap Investasi (Agresif),BRPT.JK,23,1089
2022-04-15,1168,75158895.6,53431469.46,24661458.0,4080938.22,0.29,19,0.46,3.07,2,Siap Investasi (Konservatif),ISAT.JK,26,2117
2022-05-15,1176,76323279.96,32128758.72,16886894.04,11655029.520000001,0.57,23,0.53,3.53,1,Belum Siap Investasi,BBCA.JK,4,1012
2022-06-14,1949,65294312.400000006,69172331.03999999,20295104.040000003,2005425.72,0.29,20,0.29,1.93,2,Siap Investasi (Konservatif),UNTR.JK,18,4020
2022-07-14,1171,53696610.72,58345583.94,17752928.94,8729561.879999999,0.31,30,0.3,2.0,0,Siap Investasi (Agresif),TPIA.JK,6,2857
2022-08-13,1714,65418930.54,43928680.86,23551430.22,673602.12,0.52,26,0.54,3.6,1,Belum Siap Investasi,ANTM.JK,35,1804
2022-09-12,1654,42272989.919999994,39476160.36,11423446.020000001,7763028.48,0.1,21,0.29,1.93,0,Siap Investasi (Agresif),BRPT.JK,22,1944
2022-10-12,1082,69733899.17999999,41950870.38,0.0,2986990.2,0.27,18,0.0,0.0,2,Siap Investasi (Konservatif),INDF.JK,43,3789
2022-11-11,1997,73351495.62,64116644.76,16420056.66,10292444.64,0.57,21,0.26,1.73,1,Belum Siap Investasi,AKRA.JK,15,2857
2022-12-11,1169,74982892.14,60949456.38,27106804.98,12757017.42,0.57,18,0.44,2.93,1,Belum Siap Investasi,ERAA.JK,22,4875
2023-01-10,1399,72538419.06,35328106.62,11590360.92,12861710.64,0.31,22,0.33,2.2,0,Siap Investasi (Agresif),UNTR.JK,37,4509
2023-02-09,1134,61194148.38,76899005.28,24704803.44,0.0,0.19,21,0.32,2.13,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2023-03-11,1121,72453825.54,45315909.72,18568976.76,5881172.22,0.28,25,0.41,2.73,2,Siap Investasi (Konservatif),TPIA.JK,42,4609
2023-04-10,1037,59800627.44,66357324.36,17174232.36,10763476.74,0.57,25,0.26,1.73,1,Belum Siap Investasi,JSMR.JK,12,2610
